id,name,room_type,bed_type,bed,bedrooms,bathrooms,host_id,host_name,street,country,latitude,longitude,price,number_of_reviews,minimum_nights,availability_365
10006546,Ribeira Charming Duplex,Entire home/apt,Real Bed,,3,1.0,51399391,Ana&Gonçalo,"Porto, Porto, Portugal",Portugal,41.1413,-8.61308,80.00,51,2,239
10009999,Horto flat with small garden,Entire home/apt,Real Bed,,1,1.0,1282196,Ynaie,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.966253551739655,-43.23074991429229,317.00,0,2,0
1001265,Ocean View Waikiki Marina w/prkg,Entire home/apt,Real Bed,,1,1.0,5448114,David,"Honolulu, HI, United States",United States,21.28634,-157.83919,115.00,96,3,343
10021707,Private Room in Bushwick,Private room,Real Bed,,1,1.5,11275734,Josh,"Brooklyn, NY, United States",United States,40.69791,-73.93615,40.00,1,14,0
10030955,Apt Linda Vista Lagoa - Rio,Private room,Real Bed,,1,2.0,51496939,Livia,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.971950988341874,-43.205047082633435,701.00,0,1,363
1003530,New York City - Upper West Side Apt,Private room,Real Bed,,1,1.0,454250,Greta,"New York, NY, United States",United States,40.79962,-73.96523,135.00,70,12,93
10038496,Copacabana Apartment Posto 6,Entire home/apt,Real Bed,,1,2.0,51530266,Ana Valéria,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.984339360067814,-43.190849194463404,119.00,70,3,118
10047964,Charming Flat in Downtown Moda,Entire home/apt,Real Bed,,2,1.0,1241644,Zeynep,"Kadıköy, İstanbul, Turkey",Turkey,40.98585,29.03133,527.00,1,2,362
10051164,Catete's Colonial Big Hause Room B,Private room,Real Bed,,1,4.0,51326285,Beatriz,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.92638234778768,-43.18015675229857,250.00,1,2,296
10057447,Modern Spacious 1 Bedroom Loft,Entire home/apt,Real Bed,,1,1.0,51612949,Konstantin,"Montréal, Québec, Canada",Canada,45.51889,-73.59111,50.00,0,1,0
10057826,Deluxe Loft Suite,Entire home/apt,Real Bed,,0,1.0,47554473,Mae,"Brooklyn, NY, United States",United States,40.72778,-73.94472,205.00,5,3,243
10059244,Ligne verte - à 15 min de métro du centre ville.,Entire home/apt,Real Bed,,0,1.0,7140229,Caro,"Montréal, Québec, Canada",Canada,45.54548,-73.54949,43.00,0,2,32
10059872,"Soho Cozy, Spacious and Convenient",Entire home/apt,Real Bed,,1,1.0,51624384,Giovanni,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.28158,114.15027,699.00,3,4,0
10066928,3 chambres au coeur du Plateau,Entire home/apt,Real Bed,,3,1.0,9036477,Margaux,"Montréal, Québec, Canada",Canada,45.52233,-73.57383,140.00,0,1,0
10069642,Ótimo Apto proximo Parque Olimpico,Entire home/apt,Real Bed,,2,2.0,51670240,Jonathan,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.00035792660916,-43.4311123147628,858.00,0,15,0
10082307,Double Room en-suite (307),Private room,Real Bed,,1,1.0,51289938,Ken,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.30469,114.17158,361.00,0,1,365
10082422,Nice room in Barcelona Center,Private room,Real Bed,,1,1.0,30393403,Anna,"Barcelona, Catalunya, Spain",Spain,41.40082,2.16942,50.00,0,1,0
10083468,Be Happy in Porto,Entire home/apt,Real Bed,,1,1.0,27518920,Fábio,"Porto, Porto, Portugal",Portugal,41.15225,-8.61123,30.00,178,2,335
10084023,City center private room with bed,Private room,Futon,,1,1.0,51744313,Yi,"Hong Kong , 九龍, Hong Kong",Hong Kong,22.3314,114.1669,181.00,81,1,220
10091713,Surry Hills Studio - Your Perfect Base in Sydney,Entire home/apt,Real Bed,,0,1.0,13764143,Ben,"Surry Hills, NSW, Australia",Australia,-33.88029,151.21554,181.00,64,10,0
10092679,Cozy house at Beyoğlu,Private room,Pull-out Sofa,,1,1.0,21331922,Ali,"Beyoğlu, İstanbul, Turkey",Turkey,41.03777,28.95825,58.00,27,2,37
10096773,Easy 1 Bedroom in Chelsea,Entire home/apt,Real Bed,,1,1.0,34607505,Scott,"New York, NY, United States",United States,40.74577,-74.00074,145.00,1,2,0
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Entire home/apt,Real Bed,,1,1.0,16187044,Desireé,"Darlinghurst, NSW, Australia",Australia,-33.87603,151.21346,185.00,109,2,265
10109896,THE Place to See Sydney's FIREWORKS,Entire home/apt,Real Bed,,1,2.5,6517277,Kristin,"Rozelle, NSW, Australia",Australia,-33.86296,151.17956,250.00,0,2,0
10112159,Downtown Oporto Inn (room cleaning),Private room,Real Bed,,1,1.0,2649859,Elisabete,"Porto, Porto, Portugal",Portugal,41.1543,-8.60867,40.00,0,1,359
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Entire home/apt,Real Bed,,2,1.0,51471538,Ahmet,"Şişli, İstanbul, Turkey",Turkey,41.04841,28.98713,838.00,3,1,365
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Entire home/apt,Real Bed,,2,2.0,51471538,Ahmet,"Şişli, İstanbul, Turkey",Turkey,41.04772,28.98818,997.00,0,1,365
10116578,Apartamento zona sul do RJ,Entire home/apt,Real Bed,,3,1.5,51915770,Luiz Rodrigo,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.930541460367934,-43.1825954762751,933.00,0,1,365
10117617,A Casa Alegre é um apartamento T1.,Entire home/apt,Real Bed,,1,1.0,51920973,Manuela,"Vila do Conde, Porto, Portugal",Portugal,41.3596,-8.75383,40.00,12,7,46
10120414,The LES Apartment,Entire home/apt,Real Bed,,1,1.0,33231070,Mert,"New York, NY, United States",United States,40.72063,-73.98944,150.00,0,3,0
10133350,2 bedroom Upper east side,Entire home/apt,Real Bed,,2,1.0,52004369,Chelsea,"New York, NY, United States",United States,40.7664,-73.95854,275.00,9,2,0
10133554,Double and triple rooms Blue mosque,Private room,Real Bed,,1,1.0,52004703,Mehmet Emin,"Fatih , İstanbul, Turkey",Turkey,41.0062,28.98009,121.00,29,1,365
10138784,Room Close to LGA and 35 mins to Times Square,Private room,Real Bed,,1,1.0,52031360,Cheer,"Queens, NY, United States",United States,40.74953,-73.88025,46.00,123,2,365
10140368,A bedroom far away from home,Private room,Real Bed,,1,1.0,1017772,Lane,"Queens, NY, United States",United States,40.71485,-73.82257,45.00,239,1,34
10141950,"Big, Bright & Convenient Sheung Wan",Entire home/apt,Real Bed,,0,1.0,11435086,Regg,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.28422,114.15007,966.00,1,2,0
10166883,Large railroad style 3 bedroom apt in Manhattan!,Entire home/apt,Real Bed,,3,1.0,35215309,Vick,"New York, NY, United States",United States,40.79805,-73.93943,180.00,22,3,0
10166986,Resort-like living in Williamsburg,Entire home/apt,Real Bed,,2,1.0,14461742,Mohammed,"Brooklyn, NY, United States",United States,40.71552,-73.93869,220.00,1,5,0
1016739,Private Room (2)  in Guest House at Coogee Beach,Private room,Real Bed,,1,3.5,5595776,David,"Coogee, NSW, Australia",Australia,-33.92398,151.25541,64.00,8,3,20
10184012,Apto semi mobiliado,Entire home/apt,Real Bed,,2,1.0,52299431,Ricardo,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.915009354482486,-43.24277868091869,380.00,0,1,365
10186755,Roof double bed private room,Private room,Real Bed,,1,1.0,52316085,Mustafa,"Istanbul, İstanbul, Turkey",Turkey,41.12452,29.03693,185.00,0,1,365
1019168,"Cozy Nest, heart of the Plateau",Private room,Real Bed,,1,1.0,39300,Lilou,"Montreal, QC, Canada",Canada,45.52028,-73.58774,34.00,62,2,0
10199760,Uygun nezih daire,Entire home/apt,Real Bed,,1,1.0,37417314,Yaşar,"Zeytinburnu, İstanbul, Turkey",Turkey,40.99667,28.89964,264.00,0,1,365
10201975,Ipanema: moderno apê 2BR + garagem,Entire home/apt,Real Bed,,2,2.0,2537111,Barbara,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.980051683700506,-43.1998455458952,298.00,24,4,174
10209136,"Friendly Apartment, 10m from Manly",Private room,Real Bed,,1,1.0,52453573,Isaac,"Fairlight, NSW, Australia",Australia,-33.79629,151.26969,36.00,4,1,0
10213499,Great studio opp. Narrabeen Lake,Entire home/apt,Real Bed,,0,1.0,634664,Tracy,"Narrabeen, NSW, Australia",Australia,-33.71472,151.29792,117.00,61,1,26
10215858,Cozy Queen Guest Room&My,Private room,Real Bed,,1,1.0,52473150,Danny,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.31655,114.17034,330.00,9,1,135
10220130,Cozy aptartment in Recreio (near Olympic Venues),Entire home/apt,Real Bed,,3,3.0,31553171,José Augusto,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.008710784460312,-43.45296045334386,746.00,0,2,0
1022200,"Kailua-Kona, Kona Coast II 2b condo",Entire home/apt,Real Bed,,2,2.0,3393610,Daniel,"Kailua-Kona, HI, United States",United States,19.5702,-155.96445,135.00,1,7,196
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",Entire home/apt,Real Bed,,1,1.0,12057949,Holly,"Lahaina, HI, United States",United States,20.96996,-156.68012,499.00,1,1,365
10228731,Quarto inteiro na Tijuca,Private room,Real Bed,,1,2.0,12673423,Gilberto,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.936203246553816,-43.247421907135774,149.00,1,1,178
10233856,Twin Bed room+MTR Mongkok shopping&My,Private room,Real Bed,,1,1.0,52473150,Danny,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.31723,114.17073,400.00,22,1,145
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,Private room,Real Bed,,1,1.0,52491634,Ricky,"Hong Kong, New Territories, Hong Kong",Hong Kong,22.27671,113.92823,487.00,162,1,339
10264100,Your spot in Copacabana,Entire home/apt,Real Bed,,2,2.0,52772199,Ana Lúcia,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.96270793328072,-43.17714541632985,798.00,8,2,247
10266175,Makaha Valley Paradise with OceanView,Entire home/apt,Pull-out Sofa,,1,1.0,42868615,Ray And Lise,"Waianae, HI, United States",United States,21.4818,-158.20291,95.00,32,3,246
10267144,IPANEMA LUXURY PENTHOUSE with MAID,Entire home/apt,Real Bed,,1,1.0,4428126,Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.98034625363379,-43.20056249420509,858.00,29,1,345
10269320,FloresRooms 3T,Entire home/apt,Real Bed,,0,1.0,51724179,Andreia,"Porto, Porto, Portugal",Portugal,41.14404,-8.61205,31.00,225,2,278
10280433,~Ao Lele~ Flying Cloud,Entire home/apt,Real Bed,,1,1.5,52785887,Mike,"Volcano, HI, United States",United States,19.42151,-155.21763,185.00,103,2,165
10295352,"Amazing and Big Apt, Ipanema Beach.",Entire home/apt,Real Bed,,3,3.0,52966539,Pedro,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.983108745795256,-43.20465630892734,1999.00,0,1,0
10299095,Small Room w Bathroom Flamengo Rio de Janeiro,Private room,Real Bed,,1,1.0,52988408,Fernanda,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.93848268819496,-43.17645081249057,71.00,1,4,0
102995,UWS Brownstone Near Central Park,Entire home/apt,Real Bed,,1,1.0,178043,Chas,"New York, NY, United States",United States,40.78558,-73.9696,212.00,45,21,5
10306879,Alugo Apart frente mar Barra Tijuca,Entire home/apt,Real Bed,,1,1.0,53027036,Paulo Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.011117008024065,-43.36831676949888,933.00,0,10,363
103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,Entire home/apt,Real Bed,,1,1.0,465278,Ade,"Brooklyn, NY, United States",United States,40.71577,-73.96053,175.00,117,2,363
10317142,Private OceanFront - Bathtub Beach. Spacious House,Entire home/apt,Real Bed,,4,4.0,53086419,Noah,"Laie, HI, United States",United States,21.63549,-157.91952,795.00,32,3,229
10324377,Suíte em local tranquilo e seguro,Private room,Real Bed,,1,1.0,53127432,Renato,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.948365490450556,-43.33496705036137,101.00,0,1,357
10332161,A large sunny bedroom,Private room,Real Bed,,1,1.0,53169195,Ehssan,"Bronx, NY, United States",United States,40.85598,-73.90052,35.00,2,3,0
10343118,Best location 1BR Apt in HK - Shops & Sights,Entire home/apt,Real Bed,,1,1.0,2657469,Simon,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.29663,114.17088,997.00,145,1,170
10354347,Room For Erasmus,Private room,Real Bed,,2,1.0,53288729,Kemal,"Şişli, İstanbul, Turkey",Turkey,40.98837,29.06064,37.00,1,1,365
10359729,,Private room,Real Bed,,1,1.0,53319251,Seda,"Istanbul, İstanbul, Turkey",Turkey,41.08835,29.05108,105.00,0,1,0
1036027,BBC OPORTO 4X2,Entire home/apt,Real Bed,,4,2.0,3104922,Cristina,"Porto, Porto District, Portugal",Portugal,41.16246,-8.60069,100.00,71,3,264
10373872,Apartamento Mobiliado - Lgo do Machado,Entire home/apt,Real Bed,,1,1.0,15152328,Marcelo,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.931715899178695,-43.178886292069244,149.00,0,30,316
1038163,luxury apartment in istanbul taxsim,Entire home/apt,Real Bed,,1,1.0,5386341,Osman,"Istanbul, Istanbul Province, Turkey",Turkey,41.03326,28.98538,269.00,135,2,317
10381879,Pousada das Colonias,Private room,Real Bed,,1,1.0,48463017,Lidia Maria,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.004633399469007,-43.3089745798612,138.00,9,1,347
10383490,Quarto Taquara - Jacarepaguá,Private room,Real Bed,,1,1.0,3026612,Luana,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.91636184358952,-43.37035220190699,101.00,1,2,365
10392282,Banyan Bungalow,Entire home/apt,Real Bed,,0,1.0,53507053,Bobby,"Waialua, HI, United States",United States,21.57561,-158.1602,100.00,99,2,321
10411341,Beautiful flat with services,Entire home/apt,Real Bed,,2,2.0,36696735,Liliane,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.982557305257775,-43.20577175003696,351.00,32,3,316
10415637,(1) Beach Guest House - Go Make A Trip,Private room,Real Bed,,1,1.0,4765935,Rafael,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.008991691724663,-43.353970672578306,112.00,11,1,309
10416859,"Studio convenient to CBD, beaches, street parking.",Entire home/apt,Real Bed,,1,1.0,4548918,Leslie,"Balgowlah, NSW, Australia",Australia,-33.7975,151.26108,45.00,104,2,0
10423504,Bondi Beach Dreaming 3-Bed House,Entire home/apt,Real Bed,,3,2.0,2509326,Cat,"Bondi Beach, NSW, Australia",Australia,-33.8872,151.27448,399.00,139,2,0
1042446,March 2019 availability! Oceanview on Sugar Beach!,Entire home/apt,Real Bed,,1,1.0,5738969,Gage,"Kihei, HI, United States",United States,20.78621,-156.46881,229.00,19,4,228
10431455,Sala e quarto em copacabana com cozinha americana,Entire home/apt,Real Bed,,1,1.0,53729453,Tamara,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.963149303022142,-43.177948896979196,298.00,0,4,0
10448594,Where Castles and Art meet the Sea,Entire home/apt,Real Bed,,1,1.0,53059934,Jose,"Matosinhos, Porto, Portugal",Portugal,41.17544,-8.68887,80.00,13,5,27
10449328,Aluguel Temporada Casa São Conrado,Entire home/apt,Real Bed,,4,7.0,33687645,Maria Pia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,-22.99391888061395,-43.27502007153333,2499.00,0,5,365
10458796,Homely Room in 5-Star New Condo@MTR,Private room,Real Bed,,1,1.0,53247930,Crystal,"Mongkok, Kowloon, Hong Kong",Hong Kong,22.32074,114.17094,479.00,179,28,3
10459480,Greenwich Fun and Luxury,Entire home/apt,Real Bed,,4,4.0,45186586,Craig,"Greenwich, NSW, Australia",Australia,-33.8289,151.18563,999.00,0,5,365
1047087,The Garden Studio,Entire home/apt,Real Bed,,1,1.0,3251237,Cath,"Marrickville, NSW, Australia",Australia,-33.90318,151.15036,129.00,146,2,365
10471178,Rented Room,Private room,Real Bed,,1,1.0,53957975,Jercilene,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.941321220162784,-43.17933175178738,112.00,0,1,365
10486984,Cheerful new renovated central apt,Entire home/apt,Real Bed,,3,1.0,22766460,Aybike,"Beyoğlu, İstanbul, Turkey",Turkey,41.03735,28.97477,264.00,77,3,326
10487917,Heroísmo IV,Entire home/apt,Real Bed,,0,1.0,9320470,Apartments2Enjoy,"Porto, Porto, Portugal",Portugal,41.1462,-8.59275,29.00,31,1,309
10488837,Cozy House in Ortaköy,Private room,Real Bed,,1,1.0,53849209,Orcun,"Beşiktaş, İstanbul, Turkey",Turkey,41.05197,29.02519,100.00,0,1,365
10519173,Condomínio Praia Barra da Tijuca,Entire home/apt,Real Bed,,2,2.0,54221119,Paula,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.009702689174244,-43.32231287289854,351.00,18,2,172
10527212,位於深水埗地鐵站的溫馨公寓,Private room,Real Bed,,1,1.0,16313394,Aaron,"Sham Shui Po, Kowloon, Hong Kong",Hong Kong,22.32733,114.16262,353.00,18,1,365
10527243,Tropical Jungle Oasis,Entire home/apt,Real Bed,,2,1.5,54294012,Douglas,"Hilo, HI, United States",United States,19.73108,-155.09259,125.00,65,2,65
10542174,Luxury 1-Bdrm in Downtown Brooklyn,Entire home/apt,Real Bed,,1,1.0,10099253,Ashley,"Brooklyn, NY, United States",United States,40.69406,-73.98102,144.00,1,3,0
10545725,Cozy bedroom Sagrada Familia,Private room,Real Bed,,1,1.0,1929411,Rapha,"Barcelona, Catalunya, Spain",Spain,41.40087,2.17963,20.00,1,2,0
10545815,Whole Apt. in East Williamsburg,Entire home/apt,Real Bed,,1,1.0,4148248,Guillermo,"Brooklyn, NY, United States",United States,40.70687,-73.93981,125.00,126,4,168
10548991,Jubilee By The Sea (Ocean Views),Entire home/apt,Real Bed,,4,2.0,54391530,Nate,"Kailua-Kona, HI, United States",United States,19.61318,-155.97349,325.00,45,2,267
10552362,Sun filled comfortable apartment,Entire home/apt,Real Bed,,1,1.0,23405752,Harry,"Rushcutters Bay, NSW, Australia",Australia,-33.87604,151.22559,85.00,2,1,0
10558807,Park Guell apartment with terrace,Entire home/apt,Real Bed,,2,1.0,54320669,Alexandra Y Juan,"Barcelona, Catalunya, Spain",Spain,41.41582,2.15836,85.00,51,2,174
10560325,Spacious and well located apartment,Entire home/apt,Real Bed,,2,1.0,12870591,Andre,"Porto, Porto, Portugal",Portugal,41.16093,-8.6114,60.00,20,3,314
10570041,Jardim Botânico Gourmet 2 bdroom,Entire home/apt,Real Bed,,2,2.0,3665789,Roberta (Beta) Gatti,"Rio de Janeiro, RJ, Brazil",Brazil,-22.96448811710617,-43.22076222600562,395.00,9,2,342
10573225,Charming Spacious Park Slope Studio,Entire home/apt,Real Bed,,0,1.0,54539364,Ildiko,"Brooklyn, NY, United States",United States,40.6651,-73.98307,135.00,115,3,204
10578580,Panoramic Ocean View Studio in  Quiet Setting,Entire home/apt,Real Bed,,1,1.0,308899,Andrei,"Honolulu, HI, United States",United States,21.29561,-157.78578,120.00,114,2,323
10581101,Grand apartment Sagrada Familia,Entire home/apt,Real Bed,,4,2.0,54320669,Alexandra Y Juan,"Barcelona, Catalunya, Spain",Spain,41.39716,2.18146,169.00,77,2,211
1058555,Nice Cosy Room In Taksim,Private room,Real Bed,,1,1.0,5823933,Nihat,"Taksim, Cihangir, Istanbul , Beyoğlu, Turkey",Turkey,41.03376,28.98648,105.00,31,3,336
10596036,Apt Quarto e Sala amplo Laranjeiras,Entire home/apt,Real Bed,,1,1.0,47039858,Marianna,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.9313871086666,-43.17974071338275,701.00,0,5,0
10612199,Serene luxury in Harlem,Private room,Real Bed,,1,1.0,54761069,Erika,"New York, NY, United States",United States,40.80708,-73.95211,80.00,10,3,339
10624493,Cozy apartment 3 mins TAIWAI Subway,Entire home/apt,Real Bed,,2,2.0,19543283,Naomi,"Shatin , Hong Kong, Hong Kong",Hong Kong,22.40547,114.12074,801.00,0,7,0
10628126,Ribeira Smart Flat,Entire home/apt,Real Bed,,3,1.0,54662715,Mathieu,"Porto, Porto, Portugal",Portugal,41.14295,-8.61602,80.00,132,2,214
1063491,"Charming Apartment,perfect Location",Entire home/apt,Real Bed,,1,1.0,1381764,Fabio,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.964922391816017,-43.175966118975914,351.00,110,2,317
10635276,GREAT Apartment at Barra da Tijuca,Entire home/apt,Real Bed,,3,4.0,54904357,Luiz Henrique,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.011124595436097,-43.32984175609327,933.00,13,4,0
10639317,"Kadiköy, Moda, close to transports",Private room,Real Bed,,1,1.0,25679882,Bertille,"Kadıköy, İstanbul, Turkey",Turkey,40.98825,29.02588,137.00,0,1,0
10648267,Lovely ap at Leblon beach,Entire home/apt,Real Bed,,3,3.0,54984412,Sonia,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.984162872106157,-43.22120070184858,298.00,1,3,0
10659534,Beautiful 1 Bedroom Apartment,Entire home/apt,Real Bed,,1,1.0,36481278,Mai-Britt,"Sheung Wan, Hong Kong Island, Hong Kong",Hong Kong,22.28351,114.15241,997.00,10,2,0
10664888,PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,Entire home/apt,Real Bed,,0,1.0,35484736,Tim,"Porto, Porto, Portugal",Portugal,41.14106,-8.61279,55.00,62,2,243
1066648,Colonial Mansion in Santa Teresa,Entire home/apt,Real Bed,,6,5.0,4532951,John,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.917475613135107,-43.178234025801544,1999.00,0,1,358
1067052,Nani La 'Ao (A Beautiful Day) Upstairs Suite,Entire home/apt,Real Bed,,1,1.0,1121661,Sherri,"Keaau, HI, United States",United States,19.56081,-155.02503,72.00,18,3,352
10671783,CASA PARA AS OLIMPIADAS 2016,Entire home/apt,Real Bed,,4,6.0,55124555,Priscila,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.01216083013239,-43.43656065280531,3726.00,0,1,0
10675315,"Cozy, dreamy Mile End apartment",Private room,Real Bed,,1,1.0,5173928,Uma,"Montréal, Québec, Canada",Canada,45.52517,-73.60137,30.00,0,2,0
10677883,Great location in Barcelona,Entire home/apt,Real Bed,,4,1.0,6151720,Marina E Mickael,"Barcelona, Catalunya, Spain",Spain,41.41254,2.19057,31.00,2,200,358
1068505,Relaxing and Roomy in Crown Heights,Private room,Real Bed,,1,1.0,2128778,Rachael,"Brooklyn, NY, United States",United States,40.67414,-73.95667,50.00,46,2,64
1069531,"Asia House, Garden Room, Princevile",Private room,Real Bed,,1,1.0,5884464,Coral,"Princeville, HI, United States",United States,22.22739,-159.48653,139.00,167,3,276
1070322,Triple room Barcelona Guell park,Private room,Real Bed,,1,1.0,5888954,Núria,"Barcelona, Catalonia, Spain",Spain,41.40686,2.15533,40.00,191,2,289
10706900,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Entire home/apt,Real Bed,,2,2.0,15560428,Aline,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-23.00878356989572,-43.343027190397,451.00,34,3,329
10716793,DOUBLE ROOM for 1 or 2 ppl,Private room,Real Bed,,1,1.0,6486855,Aleksandra,"Barcelona, Catalunya, Spain",Spain,41.41035,2.17519,15.00,0,1,0
1073607,Bright Inner West Terrace Value+,Private room,Real Bed,,1,1.5,3082095,Natasa,"Petersham, NSW, Australia",Australia,-33.89931,151.15851,65.00,84,1,232
1074008,Designer's Historical Apartment,Entire home/apt,Real Bed,,1,1.0,5908273,Pia,"Istanbul, Istanbul Province, Turkey",Turkey,41.03406,28.97994,385.00,17,2,365
10742116,"Nişantaşı, safe, quality area.Very close to metro.",Entire home/apt,Real Bed,,1,1.0,19354362,Enis,"Şişli, İstanbul, Turkey",Turkey,41.05261,28.99363,417.00,6,5,297
10751153,Renovated Classic Design Studio with Sun Room,Entire home/apt,Real Bed,,1,1.0,11417174,Maribel Monzo,"Porto, Porto, Portugal",Portugal,41.14684,-8.60106,58.00,32,3,359
10752737,HUGE Bedroom in Lower East Side,Private room,Real Bed,,1,1.0,20358661,Ryan,"New York, NY, United States",United States,40.71823,-73.98319,90.00,0,7,0
1077686,BALAT,Private room,Real Bed,,1,,5929670,Hanife,"Istanbul, Istanbul, Turkey",Turkey,41.03301,28.94457,685.00,0,1,365
10782351,City View Apartment,Entire home/apt,Real Bed,,1,1.0,3938375,Orhan,"Beyoğlu, İstanbul, Turkey",Turkey,41.03445,28.98789,211.00,1,1,343
1079887,Trendy apartment in BCN centre,Entire home/apt,Real Bed,,2,1.0,542867,Gabriela & Miguel,"Barcelona, Catalonia, Spain",Spain,41.38475,2.14596,89.00,104,2,280
10802909,Room in the very ♥ of BCN - Unbeatable location,Private room,Real Bed,,1,1.0,55390614,Flo,"Barcelona, Catalunya, Spain",Spain,41.38049,2.17778,40.00,122,2,253
10812136,well lit East Williamsburg apt.,Private room,Real Bed,,1,1.5,4827009,Liat,"Brooklyn, NY, United States",United States,40.70528,-73.94384,60.00,0,1,0
10816768,Spacious 2 Bedroom: Soho/Escalator,Entire home/apt,Real Bed,,2,1.0,56006867,Tara,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.28028,114.15315,1703.00,86,2,108
10819035,Comfort Room in Istanbul,Private room,Real Bed,,1,1.0,4812766,Erhan,"Üsküdar, İstanbul, Turkey",Turkey,41.01499,29.08565,53.00,0,1,365
10828339,Quarto espaçoso e arejado no Rio.,Private room,Real Bed,,1,1.0,28616106,Mariana,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.976504206582874,-43.189916447135005,187.00,1,3,180
10839801,Room w private toilet 3 min to MTR!,Private room,Real Bed,,1,1.0,13416742,Joanna,"Quarry Bay, Hong Kong Island, Hong Kong",Hong Kong,22.29099,114.20854,447.00,72,2,140
10839973,傳統香港房间 - 干净整洁交通便利的二人房间,Private room,Real Bed,,1,1.0,43392680,Chuiying,"Hong Kong, Kowloon, Hong Kong",Hong Kong,22.308,114.16558,2748.00,0,1,360
10840938,Spacious 3bdrm. Artsy and Perfect Location!,Entire home/apt,Real Bed,,3,1.5,930612,Melanie,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,22.28582,114.15202,1146.00,125,2,306
10850008,Big Private BR Steps to Barnard Columbia & Subways,Private room,Real Bed,,1,1.0,56197328,Paul,"New York, NY, United States",United States,40.80732,-73.9648,128.00,29,1,267
10852990,Apartamento para as olimpíadas,Entire home/apt,Real Bed,,2,2.0,25469566,Rosane,"Rio de Janeiro, RJ, Brazil",Brazil,-22.938257466286093,-43.1838890521465,746.00,0,7,358
10855800,Hospede-se com acesso fácil.,Entire home/apt,Real Bed,,2,1.0,56230710,Rose,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.862647394041378,-43.24972983198035,134.00,0,5,0
10857454,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,Entire home/apt,Real Bed,,3,2.0,36894011,Miriam,"Brooklyn, NY, United States",United States,40.6884,-73.97527,250.00,89,2,198
10862541,AP. EM CONDOMINIO FECHADO,Entire home/apt,Real Bed,,2,1.0,55601443,Adriano,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,-22.89142169593252,-43.21872245840377,172.00,0,1,0
